Item No.	PART NUMBER	revision	QTY	Description	Material	Finish	Treatment	Colour	Comments	SecondProcess	Third Process	Author	Approved	Asset	SW-Folder Name(Folder Name)	SW-File Name(File Name)	SW-Configuration Name(Configuration Name)	Distributor	mass	DrawnDate	OEM_Internet	OEM_Supplier	OEM_Data_Sheet	Qb_Code	QB_Catergory	Sheet Metal Thickness	Spare_Part	Supplier_Part_Number
1.1.3.3.4.2.1	            		1	Sheet	Chutex - Self Adhesive Backing												Default		0.0							1.5		
1.1.3.3.5	        AWS-Z-001290	2	2	RADIAL GATE SIDE PANEL ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			MF	CL		C:\AWS PDM\AWS\	AWS-Z-001290	Default		3.4	10/02/2020							-	
1.1.3.3.5.1	          AWS-B-001473	1	1	RADIAL GATE SIDE COVER PAINTED	AS PER BOM 	POWDERCOAT		FLAME RED - GLOSS: 152,41,44	PAINT			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001473	Default		3.2	10/02/2020							-	
1.1.3.3.5.1.1	            AWS-A-000490	2	1	SIDE COVER	MS - GR250	NATURAL			LASERCUT			MF	CL		C:\AWS PDM\AWS\	AWS-A-000490	Standard		3.2	10/02/2020						2	-	
1.1.3.3.5.1.1.1	              		1	Sheet	MS - GR250												Standard		3.2							2		
1.1.3.3.5.2	          AWS-A-001289	2	1	RADIAL GATE SIDE PANEL GASKET	Chutex - Self Adhesive Backing	NATURAL			PROFILE CUT			MF	CL		C:\AWS PDM\AWS\	AWS-A-001289	Default		0.2	10/02/2020						1.5	-	
1.1.3.3.5.2.1	            		1	Sheet	Chutex - Self Adhesive Backing												Default		0.2							1.5		
1.1.3.3.6	        AWS-Z-001293	1	1	RADIAL GATE REAR ACCESS APNEL ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			MF	CT1		C:\AWS PDM\AWS\	AWS-Z-001293	Default		1.7	10/02/2020							-	
1.1.3.3.6.1	          AWS-B-001474	1	1	RADIAL GATE COVER PAINTED	AS PER BOM	POWDERCOAT		FLAME RED - GLOSS: 152,41,44	PAINT			MF	CT1		C:\AWS PDM\AWS\	AWS-B-001474	Default		1.6	10/02/2020							-	
1.1.3.3.6.1.1	            AWS-A-000491	1	1	REAR COVER	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-000491	default		1.6	10/02/2020						2	-	
1.1.3.3.6.1.1.1	              		1	Sheet	MS - GR250												default		1.6							2		
1.1.3.3.6.2	          AWS-A-001292	1	1	RADIAL GATE REAR ACCESS PANEL GASKET	Chutex - Self Adhesive Backing	NATURAL			PROFILE CUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-001292	Default		0.1	10/02/2020						1.5	-	
1.1.3.3.6.2.1	            		1	Sheet	Chutex - Self Adhesive Backing												Default		0.1							1.5		
1.1.3.3.7	        AWS-Z-004552	1	1	SWITCH ASSY	AS PER BOM	NATURAL			ASSEMBLY			MF	CT1		C:\AWS PDM\AWS\	AWS-Z-004552	Default		0.2	10/02/2020							-	
1.1.3.3.7.1	          OEM-A22NS-2RM-NBA-G100-NN	-	2	SWITCH	REFER DATA SHEET	NATURAL			PURCHASE			JQ			C:\AWS PDM\OEM\1058. Electrical\	OEM-A22NS-2RM-NBA-G100-NN	Default	OMRON	0.0	16/12/2019	https://www.digikey.com.au/product-detail/en/omron-automation-and-safety/A22NS-2RM-NBA-G100-NN/Z5661-ND/5603108?utm_adgroup=Switches&utm_source=google&utm_medium=cpc&utm_campaign=Dynamic%20Search_Product&utm_term=&mkwid=ssBos5FvB&pcrid=399539476492&pkw=&pmt=b&pdv=c&productid=&slid=&gclid=Cj0KCQiA0NfvBRCVARIsAO4930kxvdLQlVobNzcWCqABw9HValPFR6l6Nj9HGgZgmd_mcUV4xMAOWfkaAkYEEALw_wcB			1058	Electrical		-	A22NS-2RM-NBA-G100-NN
1.1.3.3.7.2	          OEM-A22NN-RNM-NGA-G100-NN	-	1	INDICATOR	REFER DATA SHEET	NATURAL			PURCHASE			JQ			C:\AWS PDM\OEM\1058. Electrical\	OEM-A22NN-RNM-NGA-G100-NN	Default	OMRON	0.0	16/12/2019	https://www.components-store.com/product/Omron-Automation-Safety/A22NN-RNM-NGA-G100-NN.html			1058	Electrical		-	A22NN-RNM-NGA-G100-NN
1.1.3.3.7.3	          OEM-M22N-BC-TWA-WC	-	1	INDICATOR	REFER DATA SHEET	NATURAL			PURCHASE			JQ			C:\AWS PDM\OEM\1058. Electrical\	OEM-M22N-BC-TWA-WC	Default	OMRON	0.0	16/12/2019	https://www.infinite-electronic.hk/product/Omron-Automation-Safety_M22N-BC-TWA-WC.aspx			1058	Electrical		-	M22N-BC-TWA-WC
1.1.3.3.7.4	          OEM-M22N-BC-TYA-YC	-	1	INDICATOR	REFER DATA SHEET	NATURAL			PURCHASE			JQ			C:\AWS PDM\OEM\1058. Electrical\	OEM-M22N-BC-TYA-YC	Default	OMRON	0.0	16/12/2019	https://www.ia.omron.com/product/item/35830/			1058	Electrical		-	OEM-M22N-BC-TYA-YC
1.1.3.3.7.5	          AWS-A-003589	1	1	GROSS WEIGHER FRONT LABEL	PET	NATURAL			PURCHASE			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003589	Default		0.0	10/02/2020							-	
1.1.3.3.7.6	          OEM-A22NN-RNM-NAA-G100-NN	-	1	INDICATOR	REFER DATA SHEET	NATURAL			PURCHASE			JQ			C:\AWS PDM\OEM\1058. Electrical\	OEM-A22NN-RNM-NAA-G100-NN	Default	OMRON	0.0	16/12/2019	https://www.infinite-electronic.hk/product/Omron-Automation-Safety_A22NN-RNM-NAA-G100-NN.aspx			1058	Electrical		-	A22NN-RNM-NAA-G100-NN
1.1.3.3.8	        AWS-Z-004553	2	1	AIR REGULATOR ASSY	AS PER BOM	NATURAL			ASSEMBLY			MF	CL		C:\AWS PDM\AWS\	AWS-Z-004553	Default		0.3	10/02/2020							-	
1.1.3.3.8.1	          OEM-AW20-02H-C-A	-	1	AW-A-FILTER REGULATOR	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-AW20-02H-C-A	Default	SMC	0.2	20/02/2019	https://www.smcworld.com/products/en/get.do?type=GUIDE&id=AW-A-E&id=AW-2-E	SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_6-6-p0395-0479-ac-a_en.pdf	1038	Pneumatics		-	AW20-02H-C-A
1.1.3.3.8.2	          OEM-KQ2H08-02NS	-	1	MALE CONNECTOR (SEALANT)	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2H08-02NS	Default	SMC	0.0	21/02/2019	https://www.smcpneumatics.com//KQ2H08-02NS.html	SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_KQ2H08-02NS.png	1038	Pneumatics		-	KQ2H08-02NS
1.1.3.3.8.3	          OEM-G36-K10-01-X7	-	1	GAUGE 1/8 SPL	REFER DATA SHEET	NATURAL			PURCHASE			JQ			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-G36-K10-01-X7	20-G	SMC	0.026	16/12/2019		SMC		1038	Pneumatics		-	G36-K10-01-X7
1.1.3.3.8.4	          OEM-AR23P-270AS		1	REGULATOR BRACKET	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-AR23P-270AS	20	SMC	0.01	27/07/2020		SMC		1038	Pneumatics		YES	AR23P-270AS
1.1.3.3.8.5	          OEM-VHS20-02B	-	1	PRESSURE RELIEF 3 PORT VALVE WITH LOCKING HOLES	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-VHS20-02B	Default	SMC	0.0	20/02/2019		SMC		1038	Pneumatics		-	VHS20-02B
1.1.3.3.8.6	          OEM-Y200-A-X260	-	1	AC-A Y000 - SPACER	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-Y200-A-X260	Default	SMC	0.0	20/02/2019		SMC		1038	Pneumatics		-	Y200-A-X260
1.1.3.3.8.7	          OEM-KQ2H10-02NS	-	1	MALE CONNECTOR (SEALANT)	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2H10-02NS	Default	SMC	0.0	21/02/2019		SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_KQ2H10-02NS.png	1038	Pneumatics		-	KQ2H10-02NS
1.1.3.3.9	        OEM-KQ2L08-00A	-	1	8MM UNION ELBOW	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2L08-00A	Default	SMC	0.0	21/02/2019		SMC		1038	Pneumatics		-	KQ2L08-00A
1.1.3.3.10	        OEM-KQ2E08-00N	-	1	BULKHEAD UNION	REFER DATA SHEET	NATURAL			PURCHASE			DG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2E08-00N	3.0MM Sheet	SMC	0.0	23/08/2018	http://www.smcpneumatics.com//KQ2E08-00N.html	SMC		1038	Pneumatics		-	KQ2E08-00N
1.1.3.3.11	        OEM-KQ2E08-02N	-	1	BULKHEAD CONNECTOR	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2E08-02N	Default	SMC	0.0	21/02/2019		SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_KQ2E08-02N.png	1038	Pneumatics		-	KQ2E08-02N
1.1.3.3.12	        OEM-AN20-02	-	1	SILENCER/MINIATURE RESIN	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-AN20-02	Default	SMC	0.0	20/02/2019		SMC		1038	Pneumatics		-	AN20-02
1.1.3.3.13	        OEM-EMC-MP2	-	1	EMC MP2 CONTROLLER	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\4000. EMC\	OEM-EMC-MP2	Default	EMC	0.1	11/10/2018		EMC		4000	EMC		YES	EMC-MP2
1.1.3.3.14	        OEM-KQ2U08-99A	-	1	PLUG-IN "Y" 8MM X 8MM	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2U08-99A	Default	SMC	0.0	21/02/2019		SMC		1038	Pneumatics		-	KQ2U08-99A
1.1.3.3.15	        OEM-KQ2E06-00N	-	2	6MM BULKHEAD UNION	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2E06-00N	Default	SMC	0.0	21/02/2019		SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_KQ2E06-00N.png	1038	Pneumatics		-	KQ2E06-00N
1.1.3.3.16	        OEM-TRFMG16	-	5	M16 NYLON CABLE GLAND	Nylon 101	NATURAL			PURCHASE			DG			C:\AWS PDM\OEM\1058. Electrical\	OEM-TRFMG16	Default	L&H	0.0	13/07/2018	https://www.lh.com.au/			1058	Electrical		-	TRFMG16
1.1.3.3.17	        AS 1237.1 N - 8ZP		52	M8 FLAT WASHER Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 8ZP		0.0			Costless Bolts						
1.1.3.3.18	        GB_FASTENER_WASHER_WSLW 8ZP		8	M8 SPRING WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 8ZP		0.00			Costless Bolts						
1.1.3.3.19	        AS 1111.2 - M8 x 25-NNZP		12	M8 X 25 MACHINE SCREW Z/P	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\machine screws\	hex screw gradec_1_as	AS 1111.2 - M8 x 25-NNZP		0.0			Costless Bolts						
1.1.3.3.20	        AS 1112.1 S1 - M8-D-NZP		8	M8 HEX NUT Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M8-D-NZP		0.006			Costless Bolts						
1.1.3.3.21	        AS 1237.1 N - 6ZP		5	M6 FLAT WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6ZP		0.0			Costless Bolts						
1.1.3.3.22	        AS 1112.1 S1 - M6-D-NZP		2	M6 HEX NUT - ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M6-D-NZP		0.003			Costless Bolts						
1.1.3.3.23	        GB_FASTENER_WASHER_WSLW 6ZP		2	M6 SPRING WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 6ZP		0.00			Costless Bolts						
1.1.3.3.24	        B18.3.5M - 8 x 1.25 x 20 Socket FCHS  -- 20NZP		2	CSK M8 X 20 SOCKET HEAD SCREW - Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 8 x 1.25 x 20 Socket FCHS  -- 20NZP		0.011			Costless Bolts						
1.1.3.3.25	        GB_HEXAGON_TYPE9 M8-SZP		2	M8 NYLOC NUT - Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\nyloc\	prevailing torque type style 1_gb	GB_HEXAGON_TYPE9 M8-SZP		0.00			Costless Bolts						
1.1.3.3.26	        B18.3.4M - 8 x 1.25 x 20 SBHCS --NZP		30	M8 X 20 SOCKET BUTTON HEAD CAP SCREW - ZP	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\socket head screws\	socket button head cap screw_1_am	B18.3.4M - 8 x 1.25 x 20 SBHCS --NZP		0.011			Costless Bolts						
1.1.3.3.27	        AS-NZS 1427 PC- M3.5 x 6-N		2	PAN CROSS HEAD SCREW M3.5 X 6											c:\aws pdm\solidworks data\toolbox\browser\as\bolts and screws\machine screws\	pan cross head screw_as	AS-NZS 1427 PC- M3.5 x 6-N											
1.1.3.4	      OEM-ISOSW332PG		1	SURFACE SWITCH 3P 32A 500V AC GREY 63MM BASE	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1058. Electrical\	OEM-ISOSW332PG	Default	NHP	1.8	04/03/2020	https://portal.nhp.com.au/en-au/plugs-sockets-and-switches/plugs-and-sockets/plugs-and-sockets/surface-switch-3p-32a-500v-ac-grey-63mm-base-isosw332pg		"W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1016 ISOSW332PG.pdf"	1058	Electrical		YES	ISOSW332PG
1.1.3.5	      OEM-WM3-420		1	STEEL ENCLOSURE 400X600X250 	MS - GR250	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1016. Enclosure\	OEM-WM3-420	Door Open	ELTECH	8.8	08/05/2020				1016	Enclosure		YES	WM3-420
1.1.4	    AWS-Z-009048		1	FEED LINE GUARD ASSEMBLY	AS PER BOM	NATURAL			PURCHASE	ASSEMBLY		FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009048	Default		3.1	11/05/2021							-	
1.1.4.1	      AWS-A-010965		1	J200684 BAGGING LINE GUARD KIT	PER BOM	NATURAL			PURCHASE			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-010965	Default		0.0	25/10/2021							-	
1.1.4.2	      W322 GUARDS SEVERAL SIZES		1	MESH GUARD PANEL 150X220H	REFER DATA SHEET	NATURAL			PURCHASE			CL			C:\AWS PDM\JOBS\Cryer Malt\J200684 Semi Auto Bagging Line\models to cleanup\	W322 GUARDS SEVERAL SIZES	1500	AXELENT	1.8	24/03/2020	https://www.axelent.dk/products/machine-guarding/x-guard-machine-guarding/panels/mesh-panel-50x20/		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1022_x-guard_panels.pdf	1022	Guarding		-	W322-220150
1.1.4.3	      W322 GUARDS SEVERAL SIZES		1	MESH GUARD PANEL 150X220H	REFER DATA SHEET	NATURAL			PURCHASE			CL			C:\AWS PDM\JOBS\Cryer Malt\J200684 Semi Auto Bagging Line\models to cleanup\	W322 GUARDS SEVERAL SIZES	1100	AXELENT	1.4	24/03/2020	https://www.axelent.dk/products/machine-guarding/x-guard-machine-guarding/panels/mesh-panel-50x20/		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1022_x-guard_panels.pdf	1022	Guarding		-	W322-220150
1.1.5	    OEM-CT150G	-	1	CT CABLE TRAY G	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1005. Cable\	OEM-CT150G	Default	EZYSTRUT	0.4	04/12/2019	https://www.ezystrut.com.au/products/cable-support-systems/cable-tray-systems/ct/ct-cable-tray/ctg/	CT150G	"W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1005 EzyStrut-Cable-Support-QOG.pdf"	1005	Cable	1	YES	CT150G
1.1.5.1	      		1	Sheet	REFER DATA SHEET												Default		0.4							1		
1.2	  AWS-Z-009045		1	METAL DETECTION LINE	PER BOM	NATURAL			ASSEMBLY			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009045	Default		0.0	11/05/2021							-	
1.2.1	    AWS-Z-009451		1	METAL DETECTOR 1100 HEIGHT WITH EXTENSION	AS PER BOM	NATURAL			ASSEMBLY			MG			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009451	Default		9.0	07/06/2021							-	
1.2.1.1	      AWS-Z-009450		1	LOMA IQ4 METAL DETECTOR CUSTOM CONF	AS PER BOM	NATURAL			PURCHASE			FQ		False	C:\AWS PDM\AWS\007000-014000\	AWS-Z-009450	Default		0.0	07/06/2021							-	
1.2.1.1.1	        OEM-LOMA-IQ4-1100		1	METAL DETECTOR CONVEYOR	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1034. Misc Component\	OEM-LOMA-IQ4-1100	Default	INSPECTION SYSTEMS	0.0	14/05/2021	https://inspectionsystems.com.au/product/metal-detection-systems/iq4-metal-detection-conveyor-system/		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1034_9900-CZ-0172304	1034	Misc Component		-	LOMA-IQ4-1100
1.2.1.2	      AWS-Z-009443		1	METAL DETECTOR EXTENSION ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY						C:\AWS PDM\AWS\007000-014000\	AWS-Z-009443	Default		8.8	07/06/2021							-	
1.2.1.2.1	        AWS-A-009441	1	1	METAL DETECTOR EXTENSION SIDE PLATE	SS304	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-009441	Default		2.8	07/06/2021						4	-	
1.2.1.2.1.1	          		1	Sheet	SS304												Default		2.8							4		
1.2.1.2.2	        OEM-1700-50DO-14mmSHAFT-M8FEM-525AGL		3	50MM DIAM 14MM SHAFT 525AGL INTERROLL ROLLER	REFER DATA SHEET	NATURAL			PURCHASE						C:\AWS PDM\OEM\1026. Idlers\	OEM-1700-50DO-14mmSHAFT-M8FEM-525AGL	Default	INTERROLL	1.0	22/09/2021	https://www.interroll.com/products-solutions/product/series-1700-universal-conveyor-roller/		1026_2021-06-09 14_56_33-Window.pdf	1026	Idlers		YES	1700-50DO-14mmSHAFT-M8FEM-525AGL
1.2.1.2.3	        AWS-A-009442	1	1	METAL DETECTOR EXTENSION SIDE PLATE	SS304	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-009442	Default		2.8	07/06/2021						4	-	
1.2.1.2.3.1	          		1	Sheet	SS304												Default		2.8							4		
1.2.1.2.4	        AS 1237.1 N - 8MS		6	M8 FLAT WASHER - Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 8MS		0.0			Costless Bolts						
1.2.1.2.5	        B18.3.4M - 8 x 1.25 x 20 SBHCS --NZP		6	M8 X 20 SOCKET BUTTON HEAD CAP SCREW - ZP	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\socket head screws\	socket button head cap screw_1_am	B18.3.4M - 8 x 1.25 x 20 SBHCS --NZP		0.011			Costless Bolts						
1.2.1.2.6	        AS 1237.1 N - 6MS		8	M6 WASHER ZINC	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6MS		0.0			Costless Bolts						
1.2.1.2.7	        B18.3.4M - 6 x 1.0 x 20 SBHCS --NZP		4	M6 X 20 SOCKET BUTTON HEAD CAP SCREW - ZP	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\socket head screws\	socket button head cap screw_1_am	B18.3.4M - 6 x 1.0 x 20 SBHCS --NZP		0.006			Costless Bolts						
1.2.1.2.8	        AS 1112.1 S1 - M6-D-NMS		4	M6 HEX NUT Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M6-D-NMS		0.003			Costless Bolts						
1.2.1.2.9	        AWS-Z-010211		1	PE REFLECTIVE KIT	PER BOM	NATURAL			ASSEMBLY						C:\AWS PDM\AWS\007000-014000\	AWS-Z-010211	Default		0.1	18/08/2021							-	
1.2.1.2.9.1	          AWS-A-010215	1	2	CONVEYOR PE BRACKET	SS304	NATURAL			LASERCUT			FQ	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-010215	Default		0.1	18/08/2021						2	-	
1.2.1.2.9.1.1	            		1	Sheet	SS304												Default		0.1							2		
1.2.1.2.9.2	          OEM-E3FA-TP21-D	1	1	SENSOR THROUGH BEAM - RECEIVER	AS PER BOM	NATURAL			PURCHASE			DMG	 		C:\AWS PDM\OEM\1046. Sensors\	OEM-E3FA-TP21-D	Default	OMRON	11.32	02/10/2020				1046	Sensors		YES	E3FA-TP21-D
1.2.1.2.9.3	          OEM-E3FA-TP21-L	1	1	SENSOR, THROUGH BEAM, EMMITER		NATURAL			PURCHASE			DMG	 		C:\AWS PDM\OEM\1046. Sensors\	OEM-E3FA-TP21-L	Default	OMRON		02/10/2020				1046	Sensors		YES	E3FA-TP21-L
1.2.1.3	      AWS-Z-010211		1	PE REFLECTIVE KIT	PER BOM	NATURAL			ASSEMBLY						C:\AWS PDM\AWS\007000-014000\	AWS-Z-010211	Default		0.1	18/08/2021							-	
1.2.1.3.1	        AWS-A-010215	1	2	CONVEYOR PE BRACKET	SS304	NATURAL			LASERCUT			FQ	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-010215	Default		0.1	18/08/2021						2	-	
1.2.1.3.1.1	          		1	Sheet	SS304												Default		0.1							2		
1.2.1.3.2	        OEM-E3FA-TP21-D	1	1	SENSOR THROUGH BEAM - RECEIVER	AS PER BOM	NATURAL			PURCHASE			DMG	 		C:\AWS PDM\OEM\1046. Sensors\	OEM-E3FA-TP21-D	Default	OMRON	11.32	02/10/2020				1046	Sensors		YES	E3FA-TP21-D
1.2.1.3.3	        OEM-E3FA-TP21-L	1	1	SENSOR, THROUGH BEAM, EMMITER		NATURAL			PURCHASE			DMG	 		C:\AWS PDM\OEM\1046. Sensors\	OEM-E3FA-TP21-L	Default	OMRON		02/10/2020				1046	Sensors		YES	E3FA-TP21-L
1.2.1.4	      AS 1237.1 N - 6MS		16	M6 WASHER ZINC	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6MS		0.0			Costless Bolts						
1.2.1.5	      GB_FASTENER_WASHER_WSLW 6ZP		8	M6 SPRING WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 6ZP		0.00			Costless Bolts						
1.2.1.6	      AS 1112.1 S1 - M6-D-N316SS		8	M6 HEX NUT 316SS	316 SS				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M6-D-N316SS		0.003			Costless Bolts						
1.2.1.7	      B18.3.4M - 6 x 1.0 x 25 SBHCS --NZP		8	M6 X 25 SOCKET BUTTON HEAD SCREW - ZP	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\socket head screws\	socket button head cap screw_1_am	B18.3.4M - 6 x 1.0 x 25 SBHCS --NZP		0.007			Costless Bolts						
1.2.2	    AWS-Z-010652		1	CONVEYOR WITH BAG FLATTENER	PER BOM	NATURAL			ASSEMBLY			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-010652	Default		0.0	27/09/2021							-	
1.2.2.1	      AWS-Z-009137		1	ACCUMULATOR CONVEYOR WITH BAG FLATTENER	PER BOM	NATURAL			ASSEMBLY			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009137	Default		250.5	14/05/2021							-	
1.2.2.1.1	        AWS-Z-009139		1	ACCUMULATION CONVEYOR ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009139	Default		175.0	14/05/2021							-	
1.2.2.1.1.1	          AWS-Z-009140		1	CONVEYOR MID SECTION ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009140	Default		41.8	14/05/2021							-	
1.2.2.1.1.1.1	            AWS-B-009141		1	CONVEYOR MID SECTION  PAINTED	AS PER BOM	POWDERCOAT			PAINT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-B-009141	Default		34.6	14/05/2021							-	
1.2.2.1.1.1.1.1	              AWS-B-009142		1	CONVEYOR MID SECTION '713'	AS PER BOM	NATURAL			WELDING			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-B-009142	Default		34.6	14/05/2021							-	
1.2.2.1.1.1.1.1.1	                AWS-A-009143		1	MID SECTION	MS - GR250	NATURAL			LASERCUT	FOLDING		FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-009143	Default		34.6	14/05/2021						3	-	
1.2.2.1.1.1.1.1.1.1	                  		1	Sheet	MS - GR250												Default		34.6							3		
1.2.2.1.1.1.1.1.2	                DIN 929-M6-NMS		8	M6 HEX WELD NUT - DIN 929	Mild Steel	NATURAL			Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\nuts\Weld Nuts\	weld nut 01_1_din	DIN 929-M6-NMS		0.0			Costless Bolts						
